Tarih,Olay_Ismi,Hisse,Grup,T0_Goreceli_Gun,Duzeltilmis_Kapanis,Log_Getiri,Volatilite_10g,Volatilite_30g,Log_Hacim,Hacim_Degisimi,RSI_14,SMA_Uzaklik_20
2015-11-16,ABD_Secimleri_2016,CL=F,Emtia_Makro,-358,41.740002,0.02424949,0.02474971,0.0254929,13.190358,0.11288582,37.6284,-0.06369516
2015-11-17,ABD_Secimleri_2016,CL=F,Emtia_Makro,-357,40.669998,-0.02596927,0.0185982,0.02388047,12.804126,-0.32038813,34.4149,-0.08267645
2015-11-18,ABD_Secimleri_2016,CL=F,Emtia_Makro,-356,40.75,0.00196516,0.01834164,0.02385889,12.435274,-0.30847314,34.8628,-0.07623603
2015-11-19,ABD_Secimleri_2016,CL=F,Emtia_Makro,-355,40.540001,-0.00516668,0.01799021,0.02271645,11.785674,-0.47774712,34.2025,-0.07592713
2015-11-20,ABD_Secimleri_2016,CL=F,Emtia_Makro,-354,40.389999,-0.00370695,0.01778636,0.02263514,12.977668,2.29365998,33.7113,-0.07490754
2015-11-23,ABD_Secimleri_2016,CL=F,Emtia_Makro,-351,41.75,0.03311724,0.02225478,0.0220871,13.154232,0.19311116,41.8631,-0.04130979
2015-11-24,ABD_Secimleri_2016,CL=F,Emtia_Makro,-350,42.869999,0.0264728,0.02415065,0.02274708,12.97225,-0.16638447,47.5801,-0.01521854
2015-11-25,ABD_Secimleri_2016,CL=F,Emtia_Makro,-349,43.040001,0.00395768,0.02235033,0.02277708,12.856205,-0.1095644,48.4094,-0.0080092
2015-11-26,ABD_Secimleri_2016,CL=F,Emtia_Makro,-348,43.040001,0.0,0.02007506,0.0227753,12.856205,0.0,48.4094,-0.00454475
2015-11-27,ABD_Secimleri_2016,CL=F,Emtia_Makro,-347,41.709999,-0.03138905,0.02121285,0.02299977,12.665003,-0.17403525,42.3328,-0.02983081
2015-11-30,ABD_Secimleri_2016,CL=F,Emtia_Makro,-344,41.650002,-0.00143948,0.01977317,0.02250235,12.819933,0.16757722,42.0762,-0.02614101
2015-12-01,ABD_Secimleri_2016,CL=F,Emtia_Makro,-343,41.849998,0.00479036,0.01759423,0.02253427,12.937329,0.1245653,43.3097,-0.01449416
2015-12-02,ABD_Secimleri_2016,CL=F,Emtia_Makro,-342,39.939999,-0.04671347,0.02358387,0.02390909,13.209073,0.31225138,35.5284,-0.05235313
2015-12-03,ABD_Secimleri_2016,CL=F,Emtia_Makro,-341,41.080002,0.02814314,0.02537263,0.02458889,13.116114,-0.08876944,42.2031,-0.02051712
2015-12-04,ABD_Secimleri_2016,CL=F,Emtia_Makro,-340,39.970001,-0.02739223,0.02695079,0.02485367,13.143653,0.02792201,38.0703,-0.04204961
2015-12-07,ABD_Secimleri_2016,CL=F,Emtia_Makro,-337,37.650002,-0.05979621,0.02973663,0.02683828,13.362032,0.24405883,31.1944,-0.09087613
2015-12-08,ABD_Secimleri_2016,CL=F,Emtia_Makro,-336,37.509998,-0.00372548,0.02698968,0.02673128,13.550483,0.20737851,30.8325,-0.08687031
2015-12-09,ABD_Secimleri_2016,CL=F,Emtia_Makro,-335,37.16,-0.00937461,0.02636135,0.02363059,13.378813,-0.15774312,29.8986,-0.08899241
2015-12-10,ABD_Secimleri_2016,CL=F,Emtia_Makro,-334,36.759998,-0.01082266,0.02590954,0.02356804,13.149864,-0.20463163,28.8241,-0.09325247
2015-12-11,ABD_Secimleri_2016,CL=F,Emtia_Makro,-333,35.619999,-0.031503,0.0259172,0.02368071,13.133119,-0.01660505,25.9606,-0.11578898
2015-12-14,ABD_Secimleri_2016,CL=F,Emtia_Makro,-330,36.310001,0.01918598,0.02792824,0.02423001,13.21854,0.08917583,30.4634,-0.09254489
2015-12-15,ABD_Secimleri_2016,CL=F,Emtia_Makro,-329,37.349998,0.02823965,0.03051941,0.02368768,13.0693,-0.1386382,36.711,-0.06266473
2015-12-16,ABD_Secimleri_2016,CL=F,Emtia_Makro,-328,35.52,-0.05023694,0.03098943,0.02448405,12.906612,-0.15014373,31.3701,-0.10270173
2015-12-17,ABD_Secimleri_2016,CL=F,Emtia_Makro,-327,34.950001,-0.01617744,0.02764204,0.0243479,12.187033,-0.51304449,29.9104,-0.11082275
2015-12-18,ABD_Secimleri_2016,CL=F,Emtia_Makro,-326,34.73,-0.00631464,0.02749362,0.02424864,11.661682,-0.40865426,29.3429,-0.11001205
2015-12-21,ABD_Secimleri_2016,CL=F,Emtia_Makro,-323,34.740002,0.00028796,0.02249753,0.02429496,12.605121,1.56881366,29.4085,-0.1016872
2015-12-22,ABD_Secimleri_2016,CL=F,Emtia_Makro,-322,36.139999,0.03950846,0.02710254,0.02564965,12.619056,0.01403315,38.0723,-0.05728299
2015-12-23,ABD_Secimleri_2016,CL=F,Emtia_Makro,-321,37.5,0.03694066,0.02984739,0.02647391,12.833772,0.23950996,45.1188,-0.01468772
2015-12-24,ABD_Secimleri_2016,CL=F,Emtia_Makro,-320,38.099998,0.01587331,0.02987518,0.02634709,12.23502,-0.45050419,47.9336,0.00761659
2015-12-25,ABD_Secimleri_2016,CL=F,Emtia_Makro,-319,38.099998,0.0,0.02731598,0.02603748,12.23502,0.0,47.9336,0.01244964
2015-12-28,ABD_Secimleri_2016,CL=F,Emtia_Makro,-316,36.810001,-0.03444466,0.02975477,0.02618368,12.30431,0.07174812,42.4985,-0.01549896
2015-12-29,ABD_Secimleri_2016,CL=F,Emtia_Makro,-315,37.869999,0.02838963,0.02976986,0.02650344,12.39647,0.09654013,47.742,0.01827077
2015-12-30,ABD_Secimleri_2016,CL=F,Emtia_Makro,-314,36.599998,-0.03411101,0.02696791,0.02711107,12.498418,0.10732605,42.7161,-0.01143872
2015-12-31,ABD_Secimleri_2016,CL=F,Emtia_Makro,-313,37.040001,0.01195024,0.02620199,0.02725626,12.555405,0.05864239,44.881,0.00593406
2016-01-01,ABD_Secimleri_2016,CL=F,Emtia_Makro,-312,37.040001,0.0,0.02595227,0.02726139,12.555405,0.0,44.881,0.00995231
2016-01-04,ABD_Secimleri_2016,CL=F,Emtia_Makro,-309,36.759998,-0.00758818,0.02627719,0.02640726,12.976148,0.5230958,43.6632,0.00353527
2016-01-05,ABD_Secimleri_2016,CL=F,Emtia_Makro,-308,35.970001,-0.02172496,0.02459151,0.02593605,12.924234,-0.05058972,40.3373,-0.01596286
2016-01-06,ABD_Secimleri_2016,CL=F,Emtia_Makro,-307,33.970001,-0.05720747,0.02661577,0.02749573,13.242476,0.37470954,33.401,-0.06660435
2016-01-07,ABD_Secimleri_2016,CL=F,Emtia_Makro,-306,33.27,-0.02082171,0.02515942,0.02755247,13.333289,0.09506377,31.3678,-0.08143402
2016-01-08,ABD_Secimleri_2016,CL=F,Emtia_Makro,-305,33.16,-0.00331178,0.02498233,0.02722599,13.298829,-0.0338722,31.048,-0.08135138
2016-01-11,ABD_Secimleri_2016,CL=F,Emtia_Makro,-302,31.41,-0.05421802,0.02745082,0.02848709,13.382635,0.08741718,26.4309,-0.12388603
2016-01-12,ABD_Secimleri_2016,CL=F,Emtia_Makro,-301,30.440001,-0.03136876,0.02286869,0.02863032,13.349051,-0.03302602,24.2759,-0.1426801
2016-01-13,ABD_Secimleri_2016,CL=F,Emtia_Makro,-300,30.48,0.00131317,0.02349187,0.02787478,13.365943,0.01703554,24.5491,-0.13541727
2016-01-14,ABD_Secimleri_2016,CL=F,Emtia_Makro,-299,31.200001,0.0233474,0.02532719,0.02766734,13.195441,-0.15675894,29.4807,-0.11026191
2016-01-15,ABD_Secimleri_2016,CL=F,Emtia_Makro,-298,29.42,-0.0587434,0.02761454,0.02894208,12.704102,-0.38819422,25.1109,-0.15462199
2016-01-18,ABD_Secimleri_2016,CL=F,Emtia_Makro,-295,29.42,0.0,0.02818446,0.02742925,12.704102,0.0,25.1109,-0.14811061
2016-01-19,ABD_Secimleri_2016,CL=F,Emtia_Makro,-294,28.459999,-0.03317516,0.02839152,0.02778742,12.144341,-0.42865564,22.9803,-0.16664229
2016-01-20,ABD_Secimleri_2016,CL=F,Emtia_Makro,-293,26.549999,-0.06946984,0.03021902,0.02988697,13.444505,2.66991267,19.4453,-0.20990375
2016-01-21,ABD_Secimleri_2016,CL=F,Emtia_Makro,-292,29.530001,0.106377,0.0513732,0.03679938,13.450286,0.00579822,35.9899,-0.10987187
2016-01-22,ABD_Secimleri_2016,CL=F,Emtia_Makro,-291,32.189999,0.08624908,0.0601061,0.04024713,13.363856,-0.0828007,46.5439,-0.02097056
2016-01-25,ABD_Secimleri_2016,CL=F,Emtia_Makro,-288,30.34,-0.05918882,0.06059558,0.04126305,13.316108,-0.04662623,41.4278,-0.06806732
2016-01-26,ABD_Secimleri_2016,CL=F,Emtia_Makro,-287,31.450001,0.03593203,0.06088889,0.04150626,13.373018,0.05856067,45.312,-0.02435239
2016-01-27,ABD_Secimleri_2016,CL=F,Emtia_Makro,-286,32.299999,0.0266682,0.06132497,0.04103494,13.512447,0.14961739,48.1477,0.00874451
2016-01-28,ABD_Secimleri_2016,CL=F,Emtia_Makro,-285,33.220001,0.02808493,0.06149366,0.0413456,13.633244,0.12839601,51.103,0.04370232
2016-01-29,ABD_Secimleri_2016,CL=F,Emtia_Makro,-284,33.619999,0.01196896,0.05709492,0.04140981,13.334423,-0.25830775,52.3739,0.06197482
2016-02-01,ABD_Secimleri_2016,CL=F,Emtia_Makro,-281,31.620001,-0.06133124,0.06178882,0.04284287,13.297346,-0.03639805,45.9436,0.00697432
2016-02-02,ABD_Secimleri_2016,CL=F,Emtia_Makro,-280,29.879999,-0.05660053,0.06389813,0.0431364,13.308951,0.01167203,41.2039,-0.03912019
2016-02-03,ABD_Secimleri_2016,CL=F,Emtia_Makro,-279,32.279999,0.07725847,0.06174122,0.04511405,13.606886,0.34707517,49.0167,0.04088736
2016-02-04,ABD_Secimleri_2016,CL=F,Emtia_Makro,-278,31.719999,-0.01750043,0.05437015,0.044993,13.454142,-0.14165103,47.4329,0.02539234
2016-02-05,ABD_Secimleri_2016,CL=F,Emtia_Makro,-277,30.889999,-0.02651489,0.04738849,0.04512908,13.331866,-0.11509629,45.1066,0.00223872
2016-02-08,ABD_Secimleri_2016,CL=F,Emtia_Makro,-274,29.690001,-0.03962218,0.04521634,0.04524742,13.310745,-0.02089919,41.9065,-0.0340003
2016-02-09,ABD_Secimleri_2016,CL=F,Emtia_Makro,-273,27.940001,-0.06075093,0.0464838,0.04575608,13.511997,0.22293364,37.7054,-0.08722637
2016-02-10,ABD_Secimleri_2016,CL=F,Emtia_Makro,-272,27.450001,-0.01769318,0.04447448,0.0455572,13.56869,0.05833093,36.599,-0.09877371
2016-02-11,ABD_Secimleri_2016,CL=F,Emtia_Makro,-271,26.209999,-0.04622521,0.04239963,0.04584596,13.587312,0.01879608,33.8891,-0.13237779
2016-02-12,ABD_Secimleri_2016,CL=F,Emtia_Makro,-270,29.440001,0.11621333,0.06091576,0.05142407,13.422702,-0.15177552,45.2593,-0.02548823
2016-02-15,ABD_Secimleri_2016,CL=F,Emtia_Makro,-267,29.440001,0.0,0.05858274,0.05144307,13.422702,0.0,45.2593,-0.02552048
2016-02-16,ABD_Secimleri_2016,CL=F,Emtia_Makro,-266,29.040001,-0.01368009,0.05607531,0.05138677,13.387734,-0.03436386,44.1683,-0.03968251
2016-02-17,ABD_Secimleri_2016,CL=F,Emtia_Makro,-265,30.66,0.05428465,0.05280374,0.05167133,13.268436,-0.11245698,49.4799,0.00704537
2016-02-18,ABD_Secimleri_2016,CL=F,Emtia_Makro,-264,30.77,0.00358134,0.0526765,0.0515799,12.326067,-0.61029761,49.8289,0.00860446
2016-02-19,ABD_Secimleri_2016,CL=F,Emtia_Makro,-263,29.639999,-0.03741542,0.05332503,0.05197037,11.544453,-0.54233537,46.2909,-0.02435815
2016-02-22,ABD_Secimleri_2016,CL=F,Emtia_Makro,-260,31.48,0.06022763,0.05525435,0.05233646,13.163538,4.04850681,52.2378,0.03426749
2016-02-23,ABD_Secimleri_2016,CL=F,Emtia_Makro,-259,31.870001,0.01231275,0.05005445,0.0520383,13.198176,0.0352446,53.4152,0.04635895
2016-02-24,ABD_Secimleri_2016,CL=F,Emtia_Makro,-258,32.150002,0.00874734,0.04892925,0.05205493,13.388177,0.20925175,54.2865,0.05581194
2016-02-25,ABD_Secimleri_2016,CL=F,Emtia_Makro,-257,33.07,0.02821402,0.04384165,0.05213199,13.324283,-0.06189545,57.124,0.0862924
2016-02-26,ABD_Secimleri_2016,CL=F,Emtia_Makro,-256,32.779999,-0.00880798,0.03003877,0.0509105,13.379011,0.05625341,55.9452,0.07825396
2016-02-29,ABD_Secimleri_2016,CL=F,Emtia_Makro,-253,33.75,0.02916188,0.03029403,0.05111728,13.146996,-0.20706675,58.9934,0.10628534
2016-03-01,ABD_Secimleri_2016,CL=F,Emtia_Makro,-252,34.400002,0.01907619,0.0287401,0.05067487,13.24675,0.10490021,60.9436,0.11929983
2016-03-02,ABD_Secimleri_2016,CL=F,Emtia_Makro,-251,34.66,0.00752967,0.02562356,0.04861186,13.30107,0.05582223,61.7276,0.12340976
2016-03-03,ABD_Secimleri_2016,CL=F,Emtia_Makro,-250,34.57,-0.00260003,0.025929,0.04501405,13.147959,-0.14196583,61.2691,0.11534117
2016-03-04,ABD_Secimleri_2016,CL=F,Emtia_Makro,-249,35.919998,0.03830795,0.02049786,0.04283782,13.267832,0.12735446,65.4186,0.14956869
2016-03-07,ABD_Secimleri_2016,CL=F,Emtia_Makro,-246,37.900002,0.05365696,0.01909445,0.04207701,13.472839,0.2275329,70.4235,0.19720761
2016-03-08,ABD_Secimleri_2016,CL=F,Emtia_Makro,-245,36.5,-0.03763889,0.02614307,0.04249955,13.468693,-0.00413738,63.4329,0.13760324
2016-03-09,ABD_Secimleri_2016,CL=F,Emtia_Makro,-244,38.290001,0.04787653,0.02819008,0.04304591,13.515261,0.0476693,67.8299,0.17356793
2016-03-10,ABD_Secimleri_2016,CL=F,Emtia_Makro,-243,37.84,-0.01182204,0.02931635,0.04294587,13.460885,-0.05292372,65.6913,0.1394673
2016-03-11,ABD_Secimleri_2016,CL=F,Emtia_Makro,-242,38.5,0.01729149,0.0282548,0.04298944,13.244213,-0.19480636,67.3188,0.14373988
2016-03-14,ABD_Secimleri_2016,CL=F,Emtia_Makro,-239,37.18,-0.03488725,0.03197535,0.04184867,13.102036,-0.13253221,61.0784,0.09197175
2016-03-15,ABD_Secimleri_2016,CL=F,Emtia_Makro,-238,36.34,-0.02285192,0.03332662,0.04055826,13.008301,-0.08947663,57.43,0.05598094
2016-03-16,ABD_Secimleri_2016,CL=F,Emtia_Makro,-237,38.459999,0.05669965,0.03707775,0.03948127,13.110645,0.10776508,63.376,0.10506124
2016-03-17,ABD_Secimleri_2016,CL=F,Emtia_Makro,-236,40.200001,0.0442483,0.03819506,0.03983059,12.604896,-0.39694723,67.4006,0.13961731
2016-03-18,ABD_Secimleri_2016,CL=F,Emtia_Makro,-235,39.439999,-0.01908652,0.03862799,0.03963188,11.776458,-0.56327073,64.0879,0.10275405
2016-03-21,ABD_Secimleri_2016,CL=F,Emtia_Makro,-232,39.91,0.01184642,0.03542957,0.03859319,13.080161,2.68292983,65.2262,0.10289748
2016-03-22,ABD_Secimleri_2016,CL=F,Emtia_Makro,-231,41.450001,0.03786098,0.03327283,0.03651523,13.04698,-0.03263675,68.7242,0.13049053
2016-03-23,ABD_Secimleri_2016,CL=F,Emtia_Makro,-230,39.790001,-0.04087225,0.03465996,0.03742421,13.106242,0.06105333,61.5382,0.07402661
2016-03-24,ABD_Secimleri_2016,CL=F,Emtia_Makro,-229,39.459999,-0.00832817,0.03450176,0.0359901,13.112654,0.00643289,60.1908,0.05601196
2016-03-25,ABD_Secimleri_2016,CL=F,Emtia_Makro,-228,39.459999,0.0,0.03420432,0.03038687,13.112654,0.0,60.1908,0.04665656
2016-03-28,ABD_Secimleri_2016,CL=F,Emtia_Makro,-225,39.389999,-0.00177552,0.03169772,0.03040827,12.610791,-0.39459941,59.8683,0.03704287
2016-03-29,ABD_Secimleri_2016,CL=F,Emtia_Makro,-224,38.279999,-0.02858443,0.0323187,0.03092095,13.098138,0.62799433,54.85,0.00269793
2016-03-30,ABD_Secimleri_2016,CL=F,Emtia_Makro,-223,38.32,0.00104441,0.02678283,0.02975031,13.203888,0.11154392,54.9964,-0.00104276
2016-03-31,ABD_Secimleri_2016,CL=F,Emtia_Makro,-222,38.34,0.0005218,0.02179487,0.02976921,13.184686,-0.0190186,55.0748,-0.00540876
2016-04-01,ABD_Secimleri_2016,CL=F,Emtia_Makro,-221,36.790001,-0.04126765,0.02439151,0.02997647,13.212553,0.02825884,48.0808,-0.04669359
2016-04-04,ABD_Secimleri_2016,CL=F,Emtia_Makro,-218,35.700001,-0.03007538,0.02440353,0.02898595,13.216724,0.00417954,43.8624,-0.07229352
2016-04-05,ABD_Secimleri_2016,CL=F,Emtia_Makro,-217,35.889999,0.00530798,0.01862724,0.02894648,13.093025,-0.11635428,44.772,-0.0666164
2016-04-06,ABD_Secimleri_2016,CL=F,Emtia_Makro,-216,37.75,0.05052679,0.02539166,0.03016417,13.529226,0.54682078,52.8296,-0.0175539
2016-04-07,ABD_Secimleri_2016,CL=F,Emtia_Makro,-215,37.259998,-0.01306516,0.02549916,0.03002654,13.348303,-0.16550074,50.7298,-0.02957382
2016-04-08,ABD_Secimleri_2016,CL=F,Emtia_Makro,-214,39.720001,0.06393455,0.03377092,0.03184085,13.613677,0.30391911,59.4449,0.03285534
2016-04-11,ABD_Secimleri_2016,CL=F,Emtia_Makro,-211,40.360001,0.01598434,0.03409424,0.03160606,13.428895,-0.16871505,61.3598,0.04517618
2016-04-12,ABD_Secimleri_2016,CL=F,Emtia_Makro,-210,42.169998,0.04386981,0.03446699,0.03227782,13.588407,0.17293858,66.218,0.08386662
2016-04-13,ABD_Secimleri_2016,CL=F,Emtia_Makro,-209,41.759998,-0.00977012,0.03493448,0.03241835,13.5014,-0.08332946,64.2475,0.06879603
2016-04-14,ABD_Secimleri_2016,CL=F,Emtia_Makro,-208,41.5,-0.00624548,0.03517301,0.03245933,13.09933,-0.3310662,62.9678,0.06037766
2016-04-15,ABD_Secimleri_2016,CL=F,Emtia_Makro,-207,40.360001,-0.02785422,0.03329438,0.0324425,13.161867,0.06453356,57.5548,0.03003856
2016-04-18,ABD_Secimleri_2016,CL=F,Emtia_Makro,-204,39.779999,-0.01447497,0.03156711,0.03119905,12.743922,-0.34160217,54.9658,0.01540462
2016-04-19,ABD_Secimleri_2016,CL=F,Emtia_Makro,-203,41.080002,0.03215719,0.0321819,0.03077045,11.530127,-0.70293433,59.3766,0.04908325
2016-04-20,ABD_Secimleri_2016,CL=F,Emtia_Makro,-202,42.630001,0.03703683,0.03070658,0.03029673,13.587657,6.82668528,63.9148,0.08473286
2016-04-21,ABD_Secimleri_2016,CL=F,Emtia_Makro,-201,43.18,0.01281918,0.02940769,0.03019866,13.416679,-0.1571599,65.3921,0.09355216
2016-04-22,ABD_Secimleri_2016,CL=F,Emtia_Makro,-200,43.73,0.01265692,0.02381688,0.03014224,13.262313,-0.14304213,66.8536,0.1015252
2016-04-25,ABD_Secimleri_2016,CL=F,Emtia_Makro,-197,42.639999,-0.02524159,0.02605527,0.02975944,13.315269,0.05438292,61.3264,0.06969042
2016-04-26,ABD_Secimleri_2016,CL=F,Emtia_Makro,-196,44.040001,0.03230557,0.02436461,0.02971083,13.243506,-0.06924831,65.2952,0.0968867
2016-04-27,ABD_Secimleri_2016,CL=F,Emtia_Makro,-195,45.330002,0.02887077,0.02493579,0.02849602,13.381691,0.14818778,68.5026,0.11924548
2016-04-28,ABD_Secimleri_2016,CL=F,Emtia_Makro,-194,46.029999,0.01532423,0.02447577,0.02761472,13.096867,-0.24785349,70.1166,0.12584074
2016-04-29,ABD_Secimleri_2016,CL=F,Emtia_Makro,-193,45.919998,-0.00239262,0.02115825,0.02728903,13.302082,0.22778881,69.5138,0.11074824
2016-05-02,ABD_Secimleri_2016,CL=F,Emtia_Makro,-190,44.779999,-0.02513913,0.02288956,0.02780298,13.0477,-0.22460435,63.4279,0.07140718
2016-05-03,ABD_Secimleri_2016,CL=F,Emtia_Makro,-189,43.650002,-0.02555827,0.02442242,0.02753659,13.34639,0.34809181,58.0067,0.03476482
2016-05-04,ABD_Secimleri_2016,CL=F,Emtia_Makro,-188,43.779999,0.00297375,0.02186469,0.02633517,13.474605,0.1367978,58.4467,0.03048132
2016-05-05,ABD_Secimleri_2016,CL=F,Emtia_Makro,-187,44.32,0.01225897,0.02183647,0.026293,13.522695,0.0492656,60.3072,0.03459545
2016-05-06,ABD_Secimleri_2016,CL=F,Emtia_Makro,-186,44.66,0.00764221,0.02163667,0.02629122,13.452109,-0.06815303,61.4768,0.03655565
2016-05-09,ABD_Secimleri_2016,CL=F,Emtia_Makro,-183,43.439999,-0.0276976,0.02199258,0.02691055,13.550984,0.10392834,55.1925,0.00464856
2016-05-10,ABD_Secimleri_2016,CL=F,Emtia_Makro,-182,44.66,0.0276976,0.02132181,0.02657354,13.472197,-0.07576267,59.636,0.02989842
2016-05-11,ABD_Secimleri_2016,CL=F,Emtia_Makro,-181,46.23,0.03455069,0.02219284,0.02709456,13.6762,0.22630195,64.5131,0.06063734
2016-05-12,ABD_Secimleri_2016,CL=F,Emtia_Makro,-180,46.700001,0.01011525,0.02190371,0.02708117,13.480182,-0.17800305,65.8437,0.06506718
2016-05-13,ABD_Secimleri_2016,CL=F,Emtia_Makro,-179,46.209999,-0.01054798,0.02221213,0.02575824,13.16036,-0.27372179,63.1839,0.04690808
2016-05-16,ABD_Secimleri_2016,CL=F,Emtia_Makro,-176,47.720001,0.03215442,0.02221597,0.02511741,13.219243,0.06065122,67.536,0.07148072
2016-05-17,ABD_Secimleri_2016,CL=F,Emtia_Makro,-175,48.310001,0.01228798,0.01919248,0.0251079,13.061426,-0.14599456,69.0743,0.07599451
2016-05-18,ABD_Secimleri_2016,CL=F,Emtia_Makro,-174,48.189999,-0.0024871,0.01949446,0.02399113,12.746025,-0.27050421,68.3647,0.06671681
2016-05-19,ABD_Secimleri_2016,CL=F,Emtia_Makro,-173,48.16,-0.0006227,0.01972331,0.02371792,11.597423,-0.68292228,68.1762,0.06020914
2016-05-20,ABD_Secimleri_2016,CL=F,Emtia_Makro,-172,47.75,-0.00854973,0.02043592,0.02146689,13.195703,3.94455779,65.5167,0.04655241
2016-05-23,ABD_Secimleri_2016,CL=F,Emtia_Makro,-169,48.080002,0.00688726,0.01652122,0.0213871,13.072025,-0.11633556,66.6446,0.04754024
2016-05-24,ABD_Secimleri_2016,CL=F,Emtia_Makro,-168,48.619999,0.01116862,0.01535617,0.02018103,13.073102,0.00107687,68.4623,0.05404642
2016-05-25,ABD_Secimleri_2016,CL=F,Emtia_Makro,-167,49.560001,0.01914914,0.01305212,0.02015449,13.218586,0.15659975,71.3855,0.06952106
2016-05-26,ABD_Secimleri_2016,CL=F,Emtia_Makro,-166,49.48,-0.00161555,0.01326205,0.02007738,13.099025,-0.11269008,70.7842,0.06383435
2016-05-27,ABD_Secimleri_2016,CL=F,Emtia_Makro,-165,49.330002,-0.00303609,0.01242032,0.01912912,12.915061,-0.16803456,69.6003,0.05673558
2016-05-30,ABD_Secimleri_2016,CL=F,Emtia_Makro,-162,49.330002,0.0,0.00863618,0.01875578,12.915061,0.0,69.6003,0.0516106
2016-05-31,ABD_Secimleri_2016,CL=F,Emtia_Makro,-161,49.099998,-0.00467345,0.00833928,0.01826288,13.075249,0.17373138,67.59,0.04066209
2016-06-01,ABD_Secimleri_2016,CL=F,Emtia_Makro,-160,49.009998,-0.00183468,0.00830604,0.0173363,13.251354,0.19256459,66.7772,0.03302907
2016-06-02,ABD_Secimleri_2016,CL=F,Emtia_Makro,-159,49.169998,0.00325932,0.00827675,0.01726867,13.24431,-0.00701956,67.5249,0.03113102
2016-06-03,ABD_Secimleri_2016,CL=F,Emtia_Makro,-158,48.619999,-0.0112487,0.00869516,0.01742207,13.083695,-0.14838027,62.332,0.01538106
2016-06-06,ABD_Secimleri_2016,CL=F,Emtia_Makro,-155,49.689999,0.02176873,0.01070311,0.01684943,13.018053,-0.06353397,67.5589,0.0309984
2016-06-07,ABD_Secimleri_2016,CL=F,Emtia_Makro,-154,50.360001,0.01339354,0.0109062,0.01613512,13.203492,0.20374629,70.3348,0.03875747
2016-06-08,ABD_Secimleri_2016,CL=F,Emtia_Makro,-153,51.23,0.01712807,0.0105987,0.01565815,13.394552,0.21053233,73.505,0.05128152
2016-06-09,ABD_Secimleri_2016,CL=F,Emtia_Makro,-152,50.560001,-0.01316451,0.01176104,0.0158157,13.236984,-0.14578103,67.5206,0.03343965
2016-06-10,ABD_Secimleri_2016,CL=F,Emtia_Makro,-151,49.07,-0.02991293,0.01554311,0.01690745,13.298197,0.06312564,56.5033,6.113e-05
2016-06-13,ABD_Secimleri_2016,CL=F,Emtia_Makro,-148,48.880001,-0.00387951,0.01557683,0.01615012,13.134365,-0.1511158,55.265,-0.00498726
2016-06-14,ABD_Secimleri_2016,CL=F,Emtia_Makro,-147,48.490002,-0.00801071,0.01570152,0.01538266,13.030566,-0.09859378,52.7113,-0.01310698
2016-06-15,ABD_Secimleri_2016,CL=F,Emtia_Makro,-146,48.009998,-0.00994834,0.01594286,0.01557773,13.176607,0.1572442,49.6692,-0.02269724
2016-06-16,ABD_Secimleri_2016,CL=F,Emtia_Makro,-145,46.209999,-0.03821308,0.01941993,0.01719332,13.138062,-0.03781234,40.2811,-0.05746777
2016-06-17,ABD_Secimleri_2016,CL=F,Emtia_Makro,-144,47.98,0.03758804,0.02368417,0.01839592,12.33118,-0.55375362,50.2409,-0.02159507
2016-06-20,ABD_Secimleri_2016,CL=F,Emtia_Makro,-141,49.369999,0.02855868,0.02450297,0.01808782,11.495718,-0.56632826,56.3917,0.00542729
2016-06-21,ABD_Secimleri_2016,CL=F,Emtia_Makro,-140,48.849998,-0.01058858,0.02414721,0.01772455,13.071929,3.8366313,53.7166,-0.00539553
2016-06-22,ABD_Secimleri_2016,CL=F,Emtia_Makro,-139,49.130001,0.00571552,0.02334423,0.01670661,13.253286,0.19884436,54.9557,0.00074351
2016-06-23,ABD_Secimleri_2016,CL=F,Emtia_Makro,-138,50.110001,0.01975073,0.02424082,0.01695818,12.903924,-0.29486313,59.0845,0.02005091
2016-06-24,ABD_Secimleri_2016,CL=F,Emtia_Makro,-137,47.639999,-0.05054787,0.02762725,0.01940338,13.383877,0.6159996,47.3133,-0.02855803
2016-06-27,ABD_Secimleri_2016,CL=F,Emtia_Makro,-134,46.330002,-0.02788299,0.02873673,0.0191758,13.131549,-0.22301007,42.4795,-0.05237209
2016-06-28,ABD_Secimleri_2016,CL=F,Emtia_Makro,-133,47.849998,0.03228135,0.03105466,0.01998344,13.120065,-0.01141865,48.9913,-0.02002952
2016-06-29,ABD_Secimleri_2016,CL=F,Emtia_Makro,-132,49.880001,0.04154906,0.03362956,0.02138674,13.145058,0.02530816,56.1338,0.02063577
2016-06-30,ABD_Secimleri_2016,CL=F,Emtia_Makro,-131,48.330002,-0.03156762,0.03276109,0.0222057,13.139686,-0.00535705,50.3379,-0.01022943
2016-07-01,ABD_Secimleri_2016,CL=F,Emtia_Makro,-130,48.990002,0.01356371,0.03089143,0.02227499,12.912106,-0.20354172,52.583,0.00290701
2016-07-04,ABD_Secimleri_2016,CL=F,Emtia_Makro,-127,48.990002,0.0,0.02945873,0.02224614,12.912106,0.0,52.583,0.00362611
2016-07-05,ABD_Secimleri_2016,CL=F,Emtia_Makro,-126,46.599998,-0.05001572,0.0333057,0.02398302,13.319894,0.50348851,44.1927,-0.04164528
